idade,tempo_cliente_meses,genero,tipo_contrato,tipo_internet,valor_mensal,valor_total,num_servicos_extra,suporte_tecnico,pagamento_automatico,forma_pagamento,num_reclamacoes_12m,atrasos_pagamento_12m,uso_dados_gb,churn
35,59,F,bianual,nenhuma,35.83,2062.16,1,nao,nao,pix,0,0,156.8,0
77,11,F,mensal,dsl,72.72,830.95,3,nao,sim,boleto,1,2,157.7,1
30,54,M,anual,fibra,151.52,7598.94,5,sim,nao,boleto,0,1,43.4,0
61,28,F,bianual,fibra,147.92,4328.38,6,sim,nao,cartao_credito,0,0,30.6,0
74,62,F,bianual,nenhuma,59.26,3678.0,4,sim,sim,boleto,1,1,59.1,0
67,63,F,bianual,fibra,104.18,6215.35,3,sim,nao,debito_automatico,1,1,129.9,0
67,69,M,anual,fibra,106.11,6851.78,3,sim,nao,boleto,4,1,57.8,0
27,33,M,mensal,fibra,95.97,2773.95,0,sim,sim,boleto,0,2,120.5,0
26,14,M,bianual,dsl,60.1,818.71,2,sim,sim,pix,0,0,156.7,0
66,10,M,mensal,fibra,87.35,751.62,1,nao,sim,debito_automatico,1,0,24.1,1
64,12,F,mensal,fibra,90.07,1011.47,0,sim,nao,cartao_credito,2,2,151.8,0
63,72,M,anual,fibra,131.07,8470.14,5,sim,nao,cartao_credito,3,1,78.0,1
43,43,F,bianual,nenhuma,44.04,1971.85,2,sim,sim,cartao_credito,0,3,291.1,0
50,26,F,anual,fibra,118.48,2842.21,4,sim,nao,debito_automatico,1,1,75.7,0
18,33,M,anual,fibra,105.36,3295.56,1,nao,nao,boleto,2,0,50.8,0
36,13,M,bianual,fibra,115.11,1384.35,4,sim,sim,cartao_credito,0,0,111.3,0
50,42,F,mensal,fibra,103.01,3796.18,1,sim,sim,pix,0,2,116.0,0
25,31,F,bianual,dsl,96.71,2759.72,5,nao,nao,boleto,1,0,330.5,0
26,58,M,mensal,dsl,99.81,5822.55,5,sim,sim,cartao_credito,0,1,66.4,0
20,2,F,mensal,fibra,115.46,224.97,2,sim,nao,debito_automatico,1,1,75.0,0
31,68,F,mensal,nenhuma,29.36,1871.67,1,nao,nao,pix,1,0,57.7,1
79,5,F,bianual,fibra,132.71,672.92,6,nao,nao,cartao_credito,1,1,99.2,0
61,31,M,bianual,nenhuma,20.0,527.51,1,nao,sim,debito_automatico,1,0,74.8,0
76,25,F,anual,fibra,81.85,2077.6,1,nao,sim,cartao_credito,2,0,75.6,1
33,52,F,anual,fibra,104.59,4687.64,2,nao,nao,cartao_credito,2,1,235.0,1
55,48,M,anual,nenhuma,80.14,3939.25,7,sim,sim,boleto,0,0,56.1,0
73,15,F,anual,nenhuma,40.31,628.54,3,nao,sim,cartao_credito,2,1,112.1,0
39,36,F,anual,dsl,64.03,2336.97,2,sim,sim,boleto,0,3,224.4,0
58,39,M,mensal,dsl,99.19,3303.31,4,nao,nao,cartao_credito,0,0,66.7,1
60,34,F,anual,dsl,78.01,2533.63,2,nao,sim,cartao_credito,1,0,76.4,0
69,2,F,mensal,dsl,84.91,172.5,5,sim,nao,debito_automatico,3,1,80.4,1
78,13,F,bianual,fibra,110.46,1377.11,3,nao,sim,cartao_credito,1,3,33.3,0
56,37,F,anual,fibra,125.25,4272.72,4,nao,nao,boleto,0,1,71.0,0
54,19,M,mensal,dsl,73.99,1327.28,3,sim,nao,cartao_credito,1,1,31.4,0
71,40,M,bianual,dsl,72.53,2512.84,3,nao,sim,debito_automatico,0,1,282.5,1
60,12,M,mensal,nenhuma,46.29,527.3,3,nao,nao,cartao_credito,3,1,61.4,1
40,53,F,bianual,fibra,122.73,5565.21,3,nao,nao,cartao_credito,2,0,157.7,0
57,14,M,anual,fibra,155.45,2130.21,7,nao,nao,debito_automatico,1,1,96.9,0
52,47,F,anual,fibra,100.12,4367.26,2,sim,sim,cartao_credito,2,0,43.6,0
32,61,M,anual,dsl,106.68,5780.39,6,sim,nao,debito_automatico,1,1,69.7,0
49,26,M,bianual,fibra,129.95,2883.64,5,nao,sim,boleto,4,1,53.7,1
56,11,F,mensal,nenhuma,48.93,556.76,4,nao,sim,debito_automatico,0,2,47.7,0
74,1,F,mensal,fibra,103.62,99.61,2,nao,sim,cartao_credito,2,2,55.7,1
53,26,M,anual,fibra,103.89,2645.47,3,nao,sim,debito_automatico,1,0,109.2,0
28,9,M,mensal,dsl,112.3,1016.63,6,nao,sim,cartao_credito,0,2,116.1,1
79,64,M,mensal,fibra,110.42,6892.46,1,sim,nao,cartao_credito,3,0,113.4,0
53,71,M,bianual,dsl,83.72,5543.61,4,nao,nao,debito_automatico,1,0,108.9,0
35,71,M,bianual,fibra,132.81,9198.65,6,nao,sim,cartao_credito,1,0,115.4,0
64,67,F,mensal,dsl,103.44,6240.92,5,sim,sim,boleto,1,0,55.3,1
41,43,M,mensal,dsl,72.73,3009.39,1,nao,nao,boleto,0,2,131.0,1
40,24,M,anual,nenhuma,48.08,1028.28,4,nao,sim,cartao_credito,1,0,45.0,0
70,33,M,anual,fibra,96.82,3302.05,1,nao,nao,cartao_credito,1,3,58.5,1
71,19,M,anual,fibra,145.53,2632.11,7,nao,sim,boleto,1,1,16.9,0
50,61,F,bianual,dsl,64.83,3546.39,2,nao,nao,boleto,2,0,40.9,0
41,32,M,anual,nenhuma,52.09,1630.09,3,nao,sim,boleto,3,3,114.7,0
71,28,M,anual,dsl,97.4,2367.38,6,nao,nao,pix,3,0,123.2,0
28,50,F,mensal,dsl,74.68,3498.03,3,nao,sim,boleto,0,0,180.2,0
64,27,F,mensal,dsl,62.19,1718.07,1,nao,sim,boleto,2,1,42.4,1
54,26,F,anual,dsl,99.09,2585.54,7,nao,nao,cartao_credito,2,0,45.9,0
70,17,F,bianual,nenhuma,48.55,817.66,5,nao,nao,cartao_credito,1,1,34.7,0
44,5,F,mensal,nenhuma,64.35,303.77,4,sim,sim,cartao_credito,2,1,116.9,0
69,3,F,mensal,dsl,49.08,138.31,0,nao,sim,boleto,1,2,38.5,0
18,30,F,bianual,dsl,96.08,2456.56,3,nao,nao,cartao_credito,1,4,176.8,0
65,72,M,anual,nenhuma,64.77,4523.57,3,sim,sim,pix,0,1,56.1,0
22,19,F,anual,fibra,101.95,1870.03,2,sim,nao,cartao_credito,1,1,82.2,0
57,47,F,mensal,fibra,140.71,5628.35,4,nao,sim,cartao_credito,0,0,96.3,0
30,24,F,anual,nenhuma,40.5,852.84,1,sim,sim,cartao_credito,1,3,177.3,0
77,22,M,anual,dsl,73.84,1384.85,3,sim,sim,boleto,0,2,235.1,0
65,12,F,anual,fibra,117.35,1268.28,6,nao,sim,pix,1,0,105.7,1
24,41,M,anual,dsl,100.51,3505.95,5,sim,sim,pix,1,1,134.2,0
73,48,F,anual,dsl,71.25,3192.48,2,nao,sim,debito_automatico,1,1,41.0,0
33,26,M,mensal,dsl,66.45,1633.16,1,nao,nao,boleto,1,1,220.4,1
51,38,F,bianual,dsl,53.17,1894.01,0,sim,sim,cartao_credito,0,3,138.4,0
23,35,F,mensal,fibra,96.85,3016.46,2,nao,nao,debito_automatico,1,1,381.4,1
24,20,M,anual,fibra,86.58,1653.18,0,sim,sim,pix,3,0,86.1,0
32,50,M,bianual,fibra,103.65,5248.93,1,nao,nao,cartao_credito,1,1,45.7,0
51,40,M,anual,nenhuma,78.16,2839.53,7,sim,sim,cartao_credito,2,0,66.4,0
51,5,F,mensal,fibra,135.12,616.5,6,nao,nao,boleto,2,0,174.4,1
71,36,F,mensal,dsl,74.84,2582.6,4,nao,nao,cartao_credito,2,3,222.1,0
28,29,F,anual,dsl,103.73,2697.58,6,nao,nao,boleto,0,0,283.0,0
64,58,M,bianual,dsl,70.1,3730.6,3,nao,nao,cartao_credito,0,0,48.4,0
18,23,F,anual,dsl,94.35,2040.9,4,nao,sim,debito_automatico,2,2,27.0,0
36,69,F,bianual,dsl,105.13,6726.32,7,sim,sim,boleto,2,0,78.5,0
28,45,M,mensal,dsl,52.63,2400.67,0,nao,sim,debito_automatico,1,0,40.7,1
25,10,M,mensal,fibra,123.31,1257.51,2,nao,nao,cartao_credito,0,1,158.3,1
54,30,M,bianual,fibra,87.55,2444.16,0,nao,sim,pix,0,1,75.1,0
73,64,M,bianual,dsl,99.48,5981.9,6,sim,nao,debito_automatico,2,0,68.9,0
59,19,M,mensal,fibra,142.68,2823.09,6,nao,nao,cartao_credito,1,2,69.1,1
70,51,M,bianual,dsl,80.72,3913.43,5,nao,sim,boleto,0,2,63.8,0
54,57,M,bianual,fibra,132.01,7890.31,4,nao,sim,cartao_credito,3,2,26.8,0
21,50,M,bianual,dsl,86.95,4358.63,3,nao,sim,boleto,0,0,43.3,0
39,7,M,mensal,fibra,94.2,595.34,0,sim,sim,debito_automatico,1,1,136.9,1
69,27,F,mensal,dsl,75.98,1837.74,6,nao,sim,pix,0,2,36.5,0
20,26,F,mensal,fibra,143.92,3299.67,7,sim,sim,debito_automatico,2,2,133.4,0
24,25,M,anual,dsl,100.82,2548.8,7,nao,nao,cartao_credito,1,1,93.9,0
69,64,F,bianual,fibra,114.99,6707.12,2,nao,nao,debito_automatico,1,2,175.0,0
21,1,F,mensal,dsl,71.42,70.36,1,sim,sim,pix,3,3,86.8,1
77,39,M,anual,fibra,133.1,4973.02,5,sim,sim,cartao_credito,2,0,45.8,0
65,71,M,anual,dsl,45.38,3270.95,0,nao,nao,debito_automatico,0,1,44.3,0
59,64,M,anual,dsl,66.95,4285.5,0,nao,sim,cartao_credito,2,0,19.8,0
51,44,F,anual,nenhuma,70.9,2691.43,6,sim,nao,cartao_credito,2,1,48.7,0
23,72,M,anual,dsl,125.44,8288.24,7,nao,sim,debito_automatico,2,0,73.0,0
43,29,M,mensal,dsl,81.12,2244.31,3,sim,nao,cartao_credito,2,1,188.7,0
68,45,F,bianual,dsl,91.05,4141.2,4,nao,nao,cartao_credito,1,0,137.5,0
74,40,F,bianual,fibra,118.32,4698.75,4,sim,nao,cartao_credito,2,0,66.9,0
45,4,M,mensal,dsl,74.26,285.12,1,nao,nao,debito_automatico,0,1,38.4,1
70,3,F,mensal,fibra,102.87,312.21,1,nao,nao,cartao_credito,1,0,119.3,1
66,65,M,anual,dsl,82.54,5027.02,2,nao,sim,boleto,4,1,51.8,0
21,13,F,anual,fibra,139.42,1560.77,6,nao,nao,cartao_credito,2,1,38.9,1
56,26,F,anual,fibra,113.62,3025.34,3,nao,nao,cartao_credito,0,2,120.1,0
56,45,F,bianual,dsl,99.76,4288.62,5,nao,sim,cartao_credito,0,1,43.3,0
51,42,M,bianual,fibra,109.54,4654.42,1,nao,nao,debito_automatico,4,0,152.3,1
65,38,M,mensal,fibra,154.13,5437.68,7,nao,sim,debito_automatico,2,2,20.8,1
73,71,F,anual,fibra,147.11,10107.55,7,nao,sim,debito_automatico,1,1,43.0,0
52,57,M,mensal,dsl,64.14,3349.68,3,sim,sim,pix,0,1,41.1,0
37,68,F,anual,fibra,104.48,6620.92,1,nao,sim,cartao_credito,0,3,143.4,0
78,48,M,anual,fibra,134.49,5677.5,7,sim,sim,cartao_credito,0,2,83.8,1
77,71,F,bianual,nenhuma,73.28,5194.14,6,nao,nao,boleto,3,2,141.0,0
60,44,M,anual,nenhuma,56.07,2235.31,4,sim,sim,boleto,1,0,34.5,0
57,40,M,bianual,fibra,94.66,3446.93,2,nao,nao,pix,1,1,137.8,0
24,59,F,anual,dsl,89.98,4888.56,4,nao,nao,cartao_credito,4,2,129.1,0
42,63,M,anual,fibra,123.23,7269.93,2,nao,sim,pix,1,2,43.6,0
30,5,F,anual,nenhuma,62.5,301.64,5,nao,nao,cartao_credito,1,0,46.6,0
49,66,F,mensal,fibra,144.13,9384.74,6,sim,sim,boleto,4,1,47.3,0
69,50,F,anual,fibra,132.85,6543.78,3,sim,nao,debito_automatico,0,0,248.5,0
31,65,F,anual,fibra,96.9,5887.44,0,sim,sim,cartao_credito,1,1,79.4,0
79,52,F,bianual,dsl,81.84,4027.48,4,nao,sim,cartao_credito,2,1,30.8,0
26,67,F,anual,fibra,139.9,8230.36,6,nao,sim,cartao_credito,0,0,45.3,0
24,20,M,bianual,dsl,66.85,1275.9,1,sim,nao,boleto,0,0,343.1,0
78,14,F,bianual,fibra,157.47,2260.6,7,sim,sim,boleto,1,0,93.5,0
24,15,F,bianual,dsl,80.71,1140.54,2,nao,sim,debito_automatico,1,2,72.5,0
63,19,M,mensal,dsl,72.84,1436.0,5,nao,nao,debito_automatico,2,1,20.4,1
65,16,F,anual,fibra,123.15,1736.23,5,nao,sim,pix,1,2,40.4,1
38,32,M,mensal,fibra,97.44,3109.92,1,nao,nao,pix,0,3,178.5,1
21,15,F,bianual,fibra,81.88,1217.88,0,nao,nao,cartao_credito,1,0,96.3,0
37,12,M,anual,dsl,81.4,963.42,7,sim,sim,debito_automatico,3,0,41.6,0
22,38,F,anual,fibra,124.2,4637.34,5,sim,sim,boleto,2,1,326.7,1
59,58,M,anual,dsl,94.97,4706.6,5,nao,sim,cartao_credito,4,0,94.5,0
73,10,F,anual,dsl,66.8,666.95,2,sim,nao,debito_automatico,3,2,377.0,1
79,37,M,bianual,dsl,47.02,1652.64,0,sim,nao,boleto,1,0,34.7,1
67,48,F,bianual,dsl,71.33,3269.21,2,nao,sim,cartao_credito,0,3,26.5,0
66,51,F,anual,fibra,124.74,5472.21,4,nao,nao,pix,3,1,78.7,0
72,8,F,anual,fibra,126.25,896.55,5,nao,sim,cartao_credito,2,3,20.7,1
65,53,M,bianual,dsl,81.97,4484.31,2,nao,sim,cartao_credito,3,0,61.0,0
58,2,M,anual,fibra,98.46,179.81,1,nao,sim,cartao_credito,0,2,124.0,0
79,18,M,anual,dsl,56.03,936.71,1,sim,nao,boleto,1,1,113.8,0
37,23,F,anual,nenhuma,72.0,1470.26,7,nao,sim,cartao_credito,2,2,93.1,0
43,62,M,bianual,fibra,128.3,7767.17,5,sim,nao,cartao_credito,0,1,42.3,0
74,14,F,mensal,fibra,154.91,2164.71,7,sim,sim,boleto,2,3,154.6,1
37,57,M,anual,fibra,83.41,4917.22,0,nao,nao,cartao_credito,3,1,72.0,1
36,72,F,mensal,fibra,118.77,8230.01,3,sim,nao,boleto,1,1,9.1,0
27,70,M,anual,nenhuma,49.76,3152.74,3,sim,sim,boleto,2,1,36.8,0
35,22,M,anual,nenhuma,64.95,1234.84,3,sim,sim,cartao_credito,1,2,37.3,0
54,7,M,mensal,fibra,117.12,740.5,3,nao,nao,cartao_credito,1,1,172.7,1
72,16,M,anual,nenhuma,20.0,311.58,0,nao,sim,cartao_credito,1,0,36.8,0
26,56,M,mensal,fibra,95.89,5610.52,0,sim,sim,boleto,2,0,110.4,0
60,15,M,bianual,nenhuma,79.16,1028.1,6,sim,nao,debito_automatico,1,1,14.8,0
65,47,F,bianual,dsl,75.82,3305.8,3,nao,sim,cartao_credito,0,2,121.7,0
73,27,F,anual,fibra,88.69,2354.99,1,nao,nao,cartao_credito,0,3,19.9,1
64,56,M,bianual,dsl,75.29,4068.31,2,sim,sim,cartao_credito,0,0,168.6,0
27,44,F,mensal,dsl,111.51,4809.97,7,sim,sim,pix,2,1,72.2,0
48,43,M,bianual,fibra,101.87,4129.16,3,nao,nao,cartao_credito,1,1,140.3,0
77,57,M,bianual,fibra,148.04,7623.2,7,sim,nao,pix,3,1,69.0,0
74,69,M,mensal,dsl,57.9,3781.56,1,nao,sim,pix,1,1,48.2,0
55,27,M,bianual,fibra,77.88,1947.8,0,sim,sim,cartao_credito,1,0,18.7,0
77,39,M,mensal,fibra,119.18,4610.18,4,nao,sim,boleto,2,2,12.8,1
59,46,F,bianual,fibra,140.26,5705.63,5,nao,sim,debito_automatico,2,0,47.2,0
22,60,F,anual,dsl,120.66,6872.04,7,nao,nao,cartao_credito,0,1,81.0,1
74,35,F,anual,fibra,121.57,4432.86,3,nao,sim,boleto,1,0,28.2,1
28,27,F,mensal,dsl,65.15,1682.28,1,sim,nao,boleto,1,0,274.4,1
41,61,M,mensal,fibra,126.77,6939.89,4,sim,sim,cartao_credito,0,1,196.3,0
32,69,F,anual,fibra,106.79,7642.4,2,nao,sim,debito_automatico,2,0,71.6,0
62,41,M,bianual,dsl,54.16,1995.91,1,nao,nao,cartao_credito,0,1,213.7,0
19,8,M,mensal,fibra,82.76,662.24,0,nao,nao,cartao_credito,0,2,73.2,1
57,21,M,anual,dsl,90.14,1650.47,5,sim,sim,boleto,0,0,28.7,0
71,34,M,anual,fibra,141.21,4899.17,5,nao,sim,debito_automatico,0,1,64.3,1
66,51,F,bianual,dsl,71.61,3236.19,1,sim,sim,cartao_credito,2,0,129.6,0
37,49,M,anual,fibra,113.36,5159.35,4,sim,sim,pix,0,0,42.5,0
73,60,M,bianual,dsl,111.43,6974.12,7,sim,nao,cartao_credito,0,2,236.6,0
40,3,F,bianual,fibra,134.78,390.54,6,nao,sim,pix,1,0,53.6,0
60,34,F,mensal,nenhuma,47.76,1466.0,3,nao,sim,boleto,1,1,141.8,0
49,51,M,anual,fibra,85.71,3716.08,0,nao,sim,boleto,1,1,68.3,0
22,72,F,bianual,fibra,141.25,8658.31,5,nao,nao,debito_automatico,1,0,39.0,0
18,11,F,mensal,dsl,86.85,864.51,4,sim,sim,pix,1,2,25.6,0
29,64,M,anual,fibra,147.73,9032.76,7,sim,nao,cartao_credito,2,0,152.7,1
75,1,M,mensal,fibra,123.79,117.23,4,sim,sim,debito_automatico,2,4,102.3,1
77,15,M,bianual,dsl,86.78,1346.45,5,sim,sim,cartao_credito,2,0,44.9,0
43,61,M,bianual,dsl,87.87,5375.18,4,nao,sim,pix,1,0,154.6,0
78,57,F,bianual,dsl,95.5,5633.73,4,sim,nao,pix,2,0,46.6,0
21,71,F,bianual,nenhuma,52.78,3568.84,2,nao,sim,debito_automatico,1,1,98.5,0
77,44,F,anual,fibra,104.82,4332.28,3,nao,nao,boleto,3,1,110.6,1
32,45,F,mensal,fibra,93.85,4067.91,2,nao,sim,pix,2,3,302.1,0
20,39,F,anual,dsl,79.5,2866.19,3,sim,nao,pix,3,3,290.7,0
64,37,F,mensal,fibra,154.87,5112.26,7,nao,sim,boleto,1,0,47.3,1
41,38,F,mensal,fibra,108.88,4209.15,2,sim,sim,debito_automatico,2,2,38.6,1
36,22,M,anual,fibra,119.44,2591.17,3,sim,nao,cartao_credito,0,0,92.0,0
65,62,M,mensal,fibra,135.12,7666.46,7,nao,sim,cartao_credito,0,0,168.1,0
38,26,F,mensal,fibra,93.42,2281.38,1,nao,sim,pix,0,3,11.9,0
64,44,M,anual,fibra,88.43,3482.72,2,nao,nao,cartao_credito,1,0,246.0,0
30,49,M,anual,dsl,77.86,3672.33,3,nao,nao,debito_automatico,0,1,56.7,0
23,39,M,mensal,dsl,61.69,2217.46,3,sim,nao,cartao_credito,1,1,163.3,0
38,45,F,mensal,nenhuma,51.66,2383.08,2,nao,sim,boleto,1,1,57.3,0
55,4,M,mensal,fibra,150.44,575.09,6,sim,nao,pix,1,1,230.0,0
31,23,M,anual,fibra,115.13,2468.84,3,nao,nao,debito_automatico,3,0,56.5,1
26,33,F,anual,dsl,58.9,1943.55,2,nao,nao,pix,0,2,133.4,0
64,29,M,bianual,fibra,117.01,3498.55,3,sim,nao,cartao_credito,3,0,82.3,0
48,66,F,bianual,fibra,160.87,10760.58,7,sim,nao,cartao_credito,4,0,27.3,0
44,65,M,bianual,dsl,114.81,7081.93,7,sim,nao,debito_automatico,0,2,54.3,0
32,52,M,bianual,dsl,72.48,3472.3,1,nao,sim,debito_automatico,2,0,9.7,0
19,26,M,anual,fibra,86.12,2199.77,0,sim,sim,pix,0,3,48.1,0
21,4,F,mensal,dsl,48.03,194.69,0,nao,sim,boleto,1,1,107.6,1
60,55,F,anual,dsl,78.43,4510.9,3,sim,sim,boleto,2,0,222.2,0
22,64,M,anual,nenhuma,49.59,2987.94,5,nao,nao,boleto,1,0,78.9,0
33,36,M,anual,fibra,108.11,3828.32,0,sim,sim,boleto,2,1,367.3,0
74,60,F,mensal,dsl,88.12,4804.06,4,nao,sim,cartao_credito,0,0,180.2,0
39,68,F,bianual,dsl,85.93,5068.97,3,nao,nao,cartao_credito,1,3,40.4,0
64,40,M,mensal,fibra,142.31,5126.64,7,sim,nao,pix,1,2,83.5,1
39,16,M,anual,dsl,74.66,1018.84,4,sim,sim,boleto,0,0,123.9,0
75,2,M,anual,dsl,90.41,172.12,3,nao,sim,cartao_credito,0,1,58.1,0
68,55,M,anual,fibra,113.01,5747.09,4,nao,sim,debito_automatico,2,0,106.7,0
47,41,F,mensal,fibra,100.79,4073.11,1,nao,sim,cartao_credito,1,2,50.3,1
60,12,F,anual,fibra,117.54,1372.49,3,sim,sim,pix,3,3,81.6,0
43,4,F,mensal,dsl,71.59,253.02,2,nao,sim,debito_automatico,2,0,203.6,0
76,70,F,bianual,fibra,91.72,6322.58,1,nao,nao,debito_automatico,1,2,54.0,0
40,24,M,anual,dsl,77.8,1657.1,3,nao,sim,debito_automatico,0,0,19.8,0
69,24,F,anual,fibra,122.4,2500.46,5,sim,sim,debito_automatico,2,1,298.2,0
56,46,M,bianual,dsl,93.47,4488.97,4,sim,nao,boleto,2,1,155.7,0
57,27,M,anual,dsl,115.57,2669.17,7,nao,sim,pix,3,1,119.4,0
39,66,F,bianual,dsl,70.83,4293.08,2,nao,sim,debito_automatico,1,1,240.8,0
69,50,M,mensal,dsl,90.45,4420.75,5,nao,sim,boleto,1,0,162.8,1
64,26,F,mensal,fibra,138.86,3336.24,4,nao,sim,pix,1,2,57.6,1
68,20,F,mensal,fibra,127.58,2363.4,6,sim,sim,cartao_credito,1,1,295.6,1
67,62,F,bianual,dsl,98.64,6082.32,7,nao,sim,boleto,0,1,107.2,0
27,43,F,bianual,fibra,129.34,5397.17,5,nao,sim,cartao_credito,1,1,144.6,0
72,67,M,bianual,dsl,76.94,4916.18,3,nao,nao,pix,1,2,13.5,1
70,25,M,anual,dsl,95.78,2459.78,4,nao,nao,boleto,5,1,32.2,1
33,2,F,bianual,nenhuma,70.17,122.32,5,nao,sim,cartao_credito,0,3,25.7,0
78,65,F,anual,fibra,138.24,8481.99,6,sim,nao,boleto,2,3,23.9,1
50,18,F,mensal,dsl,67.0,1082.76,1,nao,sim,pix,2,1,127.2,1
37,61,M,bianual,fibra,141.86,7419.14,6,nao,sim,debito_automatico,2,1,39.0,0
31,52,M,bianual,nenhuma,89.83,4885.13,6,sim,sim,cartao_credito,1,0,103.3,0
40,17,M,anual,dsl,57.03,966.41,0,nao,sim,cartao_credito,2,0,159.4,0
20,55,F,anual,dsl,65.55,3220.34,2,sim,sim,pix,2,0,47.1,0
60,6,F,bianual,dsl,64.59,360.6,1,sim,nao,boleto,0,3,38.2,0
61,29,F,anual,fibra,101.05,2623.35,4,nao,sim,cartao_credito,1,0,14.5,0
59,26,M,anual,dsl,62.74,1609.99,1,nao,sim,pix,0,0,193.9,0
52,48,F,anual,dsl,79.74,3521.66,2,nao,sim,debito_automatico,3,2,49.0,0
40,39,M,bianual,fibra,102.82,4146.21,1,nao,nao,cartao_credito,0,0,250.3,0
62,45,M,bianual,nenhuma,27.39,1098.83,0,nao,sim,boleto,2,2,117.8,0
72,35,M,bianual,nenhuma,54.19,1744.85,3,sim,nao,cartao_credito,0,0,215.7,0
23,54,F,bianual,nenhuma,49.83,2788.67,2,nao,sim,debito_automatico,1,0,21.7,0
41,12,M,anual,dsl,98.4,1212.61,4,nao,nao,debito_automatico,1,0,140.0,1
79,52,M,bianual,fibra,101.58,4799.55,1,nao,sim,boleto,3,2,143.2,0
71,4,F,mensal,dsl,68.47,259.26,2,nao,sim,debito_automatico,1,1,185.9,0
79,7,F,mensal,fibra,127.49,916.29,7,sim,sim,cartao_credito,0,0,40.4,1
29,53,M,mensal,dsl,110.83,5780.75,6,sim,sim,pix,2,0,51.2,0
46,12,M,mensal,fibra,110.12,1291.65,2,nao,sim,debito_automatico,0,0,189.7,0
26,56,F,bianual,nenhuma,34.22,1882.04,1,nao,sim,debito_automatico,1,1,17.1,0
71,10,F,mensal,fibra,140.5,1453.05,7,nao,nao,pix,2,0,35.7,1
50,11,F,mensal,fibra,137.72,1444.38,5,sim,nao,cartao_credito,3,1,137.3,1
33,68,M,bianual,fibra,111.94,6746.87,3,nao,sim,cartao_credito,2,0,57.4,0
23,13,F,anual,dsl,94.72,1163.07,5,nao,nao,cartao_credito,0,0,66.2,0
63,66,F,mensal,fibra,97.55,6411.12,1,sim,nao,debito_automatico,0,0,5.1,0
68,26,M,mensal,fibra,117.6,2899.91,3,nao,nao,boleto,1,0,236.9,1
72,58,M,bianual,fibra,104.81,5548.0,3,nao,sim,boleto,1,1,61.4,0
78,68,F,anual,fibra,134.5,8992.95,5,nao,sim,cartao_credito,2,0,130.7,0
68,9,M,mensal,nenhuma,27.23,230.38,1,nao,nao,boleto,2,1,193.7,1
66,24,F,anual,fibra,108.51,2715.09,3,nao,nao,boleto,1,1,64.8,1
68,42,F,anual,fibra,145.08,5608.5,6,sim,nao,boleto,1,0,132.0,0
79,63,M,bianual,fibra,90.04,5635.63,1,sim,nao,boleto,4,1,241.2,0
46,14,F,mensal,fibra,97.07,1306.0,0,sim,nao,cartao_credito,3,0,152.0,1
65,14,M,anual,fibra,138.81,1681.99,6,nao,nao,cartao_credito,0,1,113.4,0
68,27,F,mensal,fibra,124.81,3180.99,6,nao,sim,debito_automatico,4,1,151.1,1
25,15,F,mensal,fibra,124.92,1603.66,3,nao,sim,pix,1,0,167.1,0
60,20,F,mensal,fibra,92.48,1864.33,0,nao,nao,pix,0,1,78.2,0
39,10,M,anual,fibra,125.15,1247.63,4,nao,nao,debito_automatico,1,0,245.2,1
26,60,F,anual,dsl,79.06,4079.98,2,sim,sim,boleto,1,2,97.2,0
28,58,F,anual,fibra,133.99,7382.37,4,sim,sim,pix,3,0,174.9,0
25,11,F,mensal,dsl,64.61,740.78,1,nao,nao,boleto,3,1,33.1,1
73,39,F,bianual,dsl,107.94,3817.86,6,nao,sim,cartao_credito,1,2,81.5,0
65,47,M,anual,nenhuma,67.97,3293.18,5,nao,nao,cartao_credito,0,0,42.2,0
24,46,F,bianual,fibra,127.26,5152.76,5,nao,sim,debito_automatico,0,1,120.9,0
56,71,M,bianual,dsl,74.33,4492.78,4,nao,sim,boleto,1,1,30.4,0
58,47,M,bianual,nenhuma,34.72,1560.21,1,sim,nao,cartao_credito,1,0,152.1,0
50,50,F,bianual,nenhuma,92.03,4131.45,7,nao,nao,debito_automatico,1,1,128.9,0
55,3,F,mensal,dsl,75.67,232.88,2,nao,sim,cartao_credito,4,0,72.7,0
74,6,F,bianual,fibra,97.46,575.86,2,nao,sim,pix,0,1,162.4,0
50,45,M,bianual,nenhuma,89.78,3989.11,7,sim,sim,pix,2,0,33.3,0
58,66,M,anual,dsl,52.52,3413.13,0,nao,sim,cartao_credito,0,0,151.4,0
53,29,M,anual,fibra,81.26,2323.06,1,sim,nao,cartao_credito,2,2,37.1,0
42,47,M,anual,fibra,146.14,6864.62,6,sim,sim,boleto,3,1,48.8,0
73,16,F,anual,nenhuma,33.44,526.47,2,nao,nao,debito_automatico,1,0,194.0,0
43,33,F,anual,fibra,136.25,4572.03,4,nao,nao,debito_automatico,1,0,196.7,0
67,55,M,bianual,dsl,96.18,5086.9,4,nao,sim,debito_automatico,0,0,120.3,0
55,48,M,anual,fibra,136.18,6014.61,6,sim,sim,cartao_credito,0,1,361.8,0
60,9,M,mensal,dsl,90.67,769.82,4,sim,nao,cartao_credito,1,0,261.3,0
65,64,F,bianual,fibra,133.39,8008.07,3,nao,sim,pix,0,2,72.1,0
63,67,F,anual,dsl,95.0,5833.53,4,nao,nao,pix,1,0,36.3,1
52,35,M,anual,dsl,96.91,3164.91,5,nao,sim,cartao_credito,0,1,151.9,0
